Start (ns),Duration (ns),CorrId,GrdX,GrdY,GrdZ,BlkX,BlkY,BlkZ,Reg/Trd,StcSMem (MB),DymSMem (MB),Bytes (MB),Throughput (MB/s),SrcMemKd,DstMemKd,Device,Ctx,GreenCtx,Strm,Name
5837059536,5184,8924,512,1,1,64,1,1,38,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_r2c
5837065552,6560,8925,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
5837073040,4672,8926,512,1,1,64,1,1,38,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_r2c
5837080560,6367,8927,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
5837087695,7200,8928,5,8,1,64,4,1,33,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,diffuseProject_k
5837095759,6592,8930,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
5837103087,5056,8931,512,1,1,64,1,1,44,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_c2r
5837108943,6336,8932,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
5837116079,4576,8933,512,1,1,64,1,1,44,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_c2r
5837123535,4928,8934,8,8,1,64,4,1,31,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,updateVelocity_k
5853033843,19423,8940,8,8,1,64,4,1,26,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,advectParticles_k
5853057810,1920,8944,1,1,1,9,9,1,17,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,addForces_k
5853062194,1536,8946,1,1,1,9,9,1,17,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,addForces_k
5853064626,1376,8948,1,1,1,9,9,1,17,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,addForces_k
5853066898,8416,8950,,,,,,,,,,2.097,249185.698,Device,Array,NVIDIA RTX A4500 (0),1,,7,[CUDA memcpy Device-to-Array]
5853079218,8224,8951,8,8,1,64,4,1,40,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,advectVelocity_k
5853088178,4960,8953,512,1,1,64,1,1,38,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_r2c
5853093970,6559,8954,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
5853101329,4640,8955,512,1,1,64,1,1,38,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_r2c
5853106769,6336,8956,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
5853113905,7296,8957,5,8,1,64,4,1,33,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,diffuseProject_k
5853121937,6560,8959,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
5853129233,4992,8960,512,1,1,64,1,1,44,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_c2r
5853135025,6304,8961,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
5853142129,4576,8962,512,1,1,64,1,1,44,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_c2r
5853147441,5023,8963,8,8,1,64,4,1,31,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,updateVelocity_k
5869697576,19711,8969,8,8,1,64,4,1,26,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,advectParticles_k
5869722055,1856,8973,1,1,1,9,9,1,17,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,addForces_k
5869726407,8448,8975,,,,,,,,,,2.097,248241.979,Device,Array,NVIDIA RTX A4500 (0),1,,7,[CUDA memcpy Device-to-Array]
5869736295,7872,8976,8,8,1,64,4,1,40,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,advectVelocity_k
5869744999,5152,8978,512,1,1,64,1,1,38,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_r2c
5869750919,6560,8979,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
5869758343,4608,8980,512,1,1,64,1,1,38,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_r2c
5869763687,6399,8981,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
5869770854,7456,8982,5,8,1,64,4,1,33,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,diffuseProject_k
5869779174,6656,8984,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
5869786598,4960,8985,512,1,1,64,1,1,44,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_c2r
5869792326,6368,8986,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
5869799494,4672,8987,512,1,1,64,1,1,44,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_c2r
5869804934,4928,8988,8,8,1,64,4,1,31,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,updateVelocity_k
5886448571,19136,8994,8,8,1,64,4,1,26,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,advectParticles_k
5886472699,1888,8998,1,1,1,9,9,1,17,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,addForces_k
5886478235,1600,9000,1,1,1,9,9,1,17,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,addForces_k
5886482586,8384,9002,,,,,,,,,,2.097,250135.708,Device,Array,NVIDIA RTX A4500 (0),1,,7,[CUDA memcpy Device-to-Array]
5886491770,8128,9003,8,8,1,64,4,1,40,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,advectVelocity_k
5886500634,5056,9005,512,1,1,64,1,1,38,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_r2c
5886506458,6496,9006,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
5886513786,4608,9007,512,1,1,64,1,1,38,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_r2c
5886519162,6336,9008,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
5886526234,7263,9009,5,8,1,64,4,1,33,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,diffuseProject_k
5886534361,6528,9011,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
5886541721,4928,9012,512,1,1,64,1,1,44,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_c2r
5886547481,6272,9013,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
5886554617,4576,9014,512,1,1,64,1,1,44,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_c2r
5886563897,4960,9015,8,8,1,64,4,1,31,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,updateVelocity_k
5903046066,19327,9021,8,8,1,64,4,1,26,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,advectParticles_k
5903069777,1696,9025,1,1,1,9,9,1,17,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,addForces_k
5903074641,1376,9027,1,1,1,9,9,1,17,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,addForces_k
5903076913,8416,9029,,,,,,,,,,2.097,249185.698,Device,Array,NVIDIA RTX A4500 (0),1,,7,[CUDA memcpy Device-to-Array]
5903087889,7776,9030,8,8,1,64,4,1,40,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,advectVelocity_k
5903096529,4991,9032,512,1,1,64,1,1,38,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_r2c
5903102416,6528,9033,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
5903109840,4608,9034,512,1,1,64,1,1,38,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_r2c
5903115280,6400,9035,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
5903122544,7552,9036,5,8,1,64,4,1,33,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,diffuseProject_k
5903130896,6528,9038,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
5903138256,5024,9039,512,1,1,64,1,1,44,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_c2r
5903144112,6303,9040,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
5903151247,4576,9041,512,1,1,64,1,1,44,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_c2r
5903156687,4864,9042,8,8,1,64,4,1,31,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,updateVelocity_k
5919697031,19839,9048,8,8,1,64,4,1,26,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,advectParticles_k
5919725062,1696,9052,1,1,1,9,9,1,17,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,addForces_k
5919727590,1376,9054,1,1,1,9,9,1,17,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,addForces_k
5919729862,1376,9056,1,1,1,9,9,1,17,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,addForces_k
5919732102,8384,9058,,,,,,,,,,2.097,250135.708,Device,Array,NVIDIA RTX A4500 (0),1,,7,[CUDA memcpy Device-to-Array]
5919743398,7808,9059,8,8,1,64,4,1,40,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,advectVelocity_k
5919752038,5088,9061,512,1,1,64,1,1,38,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_r2c
5919759494,6559,9062,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
5919766949,4640,9063,512,1,1,64,1,1,38,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_r2c
5919772357,6336,9064,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
5919779461,7104,9065,5,8,1,64,4,1,33,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,diffuseProject_k
5919787333,6496,9067,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
5919794949,4992,9068,512,1,1,64,1,1,44,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_c2r
5919800837,6336,9069,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
5919807941,4640,9070,512,1,1,64,1,1,44,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_c2r
5919813349,4863,9071,8,8,1,64,4,1,31,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,updateVelocity_k
5936373148,19583,9077,8,8,1,64,4,1,26,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,advectParticles_k
5936396827,1728,9081,1,1,1,9,9,1,17,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,addForces_k
5936402779,8384,9083,,,,,,,,,,2.097,250135.708,Device,Array,NVIDIA RTX A4500 (0),1,,7,[CUDA memcpy Device-to-Array]
5936412283,7808,9084,8,8,1,64,4,1,40,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,advectVelocity_k
5936420859,5024,9086,512,1,1,64,1,1,38,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_r2c
5936426619,6591,9087,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
5936434042,4640,9088,512,1,1,64,1,1,38,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_r2c
5936439450,6400,9089,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
5936446746,7104,9090,5,8,1,64,4,1,33,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,diffuseProject_k
5936454618,6496,9092,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
5936462938,5024,9093,512,1,1,64,1,1,44,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_c2r
5936468666,6304,9094,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
5936475770,4576,9095,512,1,1,64,1,1,44,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_c2r
5936481146,4895,9096,8,8,1,64,4,1,31,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,updateVelocity_k
5953045361,19583,9102,8,8,1,64,4,1,26,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,advectParticles_k
5953072496,1728,9106,1,1,1,9,9,1,17,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,addForces_k
5953075056,8480,9108,,,,,,,,,,2.097,247304.552,Device,Array,NVIDIA RTX A4500 (0),1,,7,[CUDA memcpy Device-to-Array]
5953086960,7968,9109,8,8,1,64,4,1,40,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,advectVelocity_k
5953095792,5023,9111,512,1,1,64,1,1,38,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_r2c
5953101647,6528,9112,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
5953108911,4640,9113,512,1,1,64,1,1,38,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_r2c
5953114351,6336,9114,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
5953121423,7040,9115,5,8,1,64,4,1,33,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,diffuseProject_k
5953129263,6560,9117,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
5953136687,4992,9118,512,1,1,64,1,1,44,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_c2r
5953142543,6336,9119,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
5953149647,4671,9120,512,1,1,64,1,1,44,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_c2r
5953155086,4800,9121,8,8,1,64,4,1,31,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,updateVelocity_k
5969696774,19264,9127,8,8,1,64,4,1,26,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,advectParticles_k
5969720581,1728,9131,1,1,1,9,9,1,17,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,addForces_k
5969723109,1376,9133,1,1,1,9,9,1,17,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,addForces_k
5969728645,1376,9135,1,1,1,9,9,1,17,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,addForces_k
5969730917,8416,9137,,,,,,,,,,2.097,249185.698,Device,Array,NVIDIA RTX A4500 (0),1,,7,[CUDA memcpy Device-to-Array]
5969741893,7872,9138,8,8,1,64,4,1,40,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,advectVelocity_k
5969750597,5056,9140,512,1,1,64,1,1,38,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_r2c
5969756421,6560,9141,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
5969763717,4575,9142,512,1,1,64,1,1,38,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_r2c
5969769156,6336,9143,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
5969776260,7200,9144,5,8,1,64,4,1,33,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,diffuseProject_k
5969784260,6528,9146,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
5969791556,5088,9147,512,1,1,64,1,1,44,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_c2r
5969799268,6336,9148,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
5969806404,4576,9149,512,1,1,64,1,1,44,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_c2r
5969811876,4864,9150,8,8,1,64,4,1,31,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,updateVelocity_k
5986367163,19359,9156,8,8,1,64,4,1,26,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,advectParticles_k
5986394938,1728,9160,1,1,1,9,9,1,17,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,addForces_k
5986397530,1376,9162,1,1,1,9,9,1,17,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,addForces_k
5986399802,8512,9164,,,,,,,,,,2.097,246375.514,Device,Array,NVIDIA RTX A4500 (0),1,,7,[CUDA memcpy Device-to-Array]
5986410138,7840,9165,8,8,1,64,4,1,40,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,advectVelocity_k
5986418842,5088,9167,512,1,1,64,1,1,38,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_r2c
5986424666,6528,9168,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
5986432058,4639,9169,512,1,1,64,1,1,38,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_r2c
5986437433,6336,9170,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
5986444569,7264,9171,5,8,1,64,4,1,33,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,diffuseProject_k
5986452697,6528,9173,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
5986460057,4960,9174,512,1,1,64,1,1,44,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_c2r
5986465849,6336,9175,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
5986472953,4576,9176,512,1,1,64,1,1,44,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_c2r
5986478425,4896,9177,8,8,1,64,4,1,31,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,updateVelocity_k
6003023312,19328,9183,8,8,1,64,4,1,26,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,advectParticles_k
6003050064,1695,9187,1,1,1,9,9,1,17,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,addForces_k
6003052623,1536,9189,1,1,1,9,9,1,17,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,addForces_k
6003054959,8352,9191,,,,,,,,,,2.097,251094.106,Device,Array,NVIDIA RTX A4500 (0),1,,7,[CUDA memcpy Device-to-Array]
6003065167,8000,9192,8,8,1,64,4,1,40,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,advectVelocity_k
6003074063,4928,9194,512,1,1,64,1,1,38,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_r2c
6003079759,6528,9195,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
6003087055,4640,9196,512,1,1,64,1,1,38,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_r2c
6003092399,6304,9197,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
6003099503,7359,9198,5,8,1,64,4,1,33,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,diffuseProject_k
6003107630,6528,9200,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
6003114926,5024,9201,512,1,1,64,1,1,44,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_c2r
6003120814,6336,9202,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
6003127950,4704,9203,512,1,1,64,1,1,44,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_c2r
6003133518,4864,9204,8,8,1,64,4,1,31,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,updateVelocity_k
6019707717,19647,9210,8,8,1,64,4,1,26,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,advectParticles_k
6019731972,1824,9214,1,1,1,9,9,1,17,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,addForces_k
6019737156,1568,9216,1,1,1,9,9,1,17,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,addForces_k
6019740868,8384,9218,,,,,,,,,,2.097,250135.708,Device,Array,NVIDIA RTX A4500 (0),1,,7,[CUDA memcpy Device-to-Array]
6019751396,7840,9219,8,8,1,64,4,1,40,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,advectVelocity_k
6019760036,4960,9221,512,1,1,64,1,1,38,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_r2c
6019765860,6495,9222,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
6019773155,4608,9223,512,1,1,64,1,1,38,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_r2c
6019778531,6336,9224,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
6019785603,7072,9225,5,8,1,64,4,1,33,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,diffuseProject_k
6019793475,6560,9227,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
6019800771,4960,9228,512,1,1,64,1,1,44,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_c2r
6019806531,6304,9229,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
6019813635,4576,9230,512,1,1,64,1,1,44,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_c2r
6019819074,4928,9231,8,8,1,64,4,1,31,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,updateVelocity_k
6036371035,19359,9237,8,8,1,64,4,1,26,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,advectParticles_k
6036394586,1952,9241,1,1,1,9,9,1,17,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,addForces_k
6036397274,1536,9243,1,1,1,9,9,1,17,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,addForces_k
6036401626,8352,9245,,,,,,,,,,2.097,251094.106,Device,Array,NVIDIA RTX A4500 (0),1,,7,[CUDA memcpy Device-to-Array]
6036412634,7840,9246,8,8,1,64,4,1,40,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,advectVelocity_k
6036423481,5024,9248,512,1,1,64,1,1,38,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_r2c
6036429369,6528,9249,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
6036437145,4640,9250,512,1,1,64,1,1,38,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_r2c
6036442489,6400,9251,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
6036449785,7168,9252,5,8,1,64,4,1,33,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,diffuseProject_k
6036457753,6528,9254,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
6036465049,4992,9255,512,1,1,64,1,1,44,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_c2r
6036470777,6303,9256,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
6036477912,4608,9257,512,1,1,64,1,1,44,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_c2r
6036483320,5024,9258,8,8,1,64,4,1,31,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,updateVelocity_k
6053042192,19423,9264,8,8,1,64,4,1,26,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,advectParticles_k
6053066767,1888,9268,1,1,1,9,9,1,17,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,addForces_k
6053069487,8480,9270,,,,,,,,,,2.097,247304.552,Device,Array,NVIDIA RTX A4500 (0),1,,7,[CUDA memcpy Device-to-Array]
6053078799,8032,9271,8,8,1,64,4,1,40,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,advectVelocity_k
6053087599,5056,9273,512,1,1,64,1,1,38,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_r2c
6053093423,6624,9274,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
6053100943,4672,9275,512,1,1,64,1,1,38,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_r2c
6053106479,6367,9276,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
6053113710,7136,9277,5,8,1,64,4,1,33,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,diffuseProject_k
6053121582,6496,9279,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
6053128878,4960,9280,512,1,1,64,1,1,44,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_c2r
6053134894,6336,9281,33,1,1,8,64,1,39,0.000,0.033,,,,,NVIDIA RTX A4500 (0),1,,7,regular_fft
6053141998,4608,9282,512,1,1,64,1,1,44,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_c2r
6053147374,4864,9283,8,8,1,64,4,1,31,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,updateVelocity_k
6069713381,19328,9289,8,8,1,64,4,1,26,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,advectParticles_k
6069736773,8671,9293,,,,,,,,,,2.097,241856.152,Device,Array,NVIDIA RTX A4500 (0),1,,7,[CUDA memcpy Device-to-Array]
6069747716,8064,9294,8,8,1,64,4,1,40,0.000,0.000,,,,,NVIDIA RTX A4500 (0),1,,7,advectVelocity_k
6069756612,4960,9296,512,1,1,64,1,1,38,0.000,0.002,,,,,NVIDIA RTX A4500 (0),1,,7,vector_fft_r2c
